tile_id,quadkey,lat,lon,carrier,download_mbps,upload_mbps,latency_ms,tests,devices,distance_m,inside_stadium,section,nearest_das,das_distance_m,signal_quality
TILE_02884,032023137544321,40.8144388,-74.0733878,Verizon,233.14,22.61,25.8,135,67,107.0,True,Field,DAS-C1,98.6,80.3
TILE_02885,032023110397150,40.8144388,-74.0731429,Verizon,197.69,20.74,27.4,19,17,122.8,True,Field,DAS-C1,114.0,77.2
TILE_02886,032023141360482,40.8144388,-74.0731429,AT&T,118.51,17.49,41.5,33,13,122.8,True,Field,DAS-C1,114.0,77.2
TILE_02887,032023111687544,40.8144388,-74.0731429,T-Mobile,176.44,26.59,23.4,34,16,122.8,True,Field,DAS-C1,114.0,77.2
TILE_02888,032023189970231,40.8144388,-74.072898,Verizon,158.18,21.02,19.1,59,68,139.9,True,Concourse,DAS-C1,130.8,73.8
TILE_02889,032023130394668,40.8144388,-74.0726531,Verizon,206.48,11.18,27.7,95,32,157.9,True,Concourse,DAS-C1,148.5,70.3
TILE_02890,032023127372344,40.8144388,-74.0726531,AT&T,96.54,13.88,44.9,45,21,157.9,True,Concourse,DAS-C1,148.5,70.3
TILE_02891,032023192737453,40.8144388,-74.0726531,T-Mobile,113.73,16.21,21.7,62,22,157.9,True,Concourse,DAS-C1,148.5,70.3
TILE_02892,032023156126564,40.8144388,-74.0726531,US Cellular,52.4,7.12,53.2,21,5,157.9,True,Concourse,DAS-C1,148.5,70.3
TILE_02893,032023191829200,40.8144388,-74.0724082,Verizon,70.26,28.16,30.8,138,54,176.4,True,Concourse,DAS-E1,153.1,69.4
TILE_02894,032023186538068,40.8144388,-74.0724082,AT&T,79.19,20.56,35.7,48,46,176.4,True,Concourse,DAS-E1,153.1,69.4
TILE_02895,032023199199331,40.8144388,-74.0724082,T-Mobile,155.3,32.37,26.2,56,26,176.4,True,Concourse,DAS-E1,153.1,69.4
TILE_02896,032023158944881,40.8144388,-74.0721633,Verizon,139.32,23.99,27.5,306,137,195.4,True,Concourse,DAS-E1,135.1,73.0
TILE_02897,032023180401730,40.8144388,-74.0719184,Verizon,119.69,12.07,36.9,212,117,214.7,True,Concourse,DAS-E1,118.0,76.4
TILE_02898,032023199951897,40.8144388,-74.0719184,T-Mobile,242.21,31.31,33.1,201,141,214.7,True,Concourse,DAS-E1,118.0,76.4
TILE_02899,032023172669720,40.8144388,-74.0716735,Verizon,151.59,30.67,31.4,35,31,234.2,True,Concourse,DAS-E1,102.3,79.5
TILE_02900,032023123144759,40.8144388,-74.0716735,AT&T,95.87,19.12,31.6,51,24,234.2,True,Concourse,DAS-E1,102.3,79.5
TILE_02901,032023151660601,40.8144388,-74.0714286,Verizon,142.93,31.75,20.3,314,79,253.9,True,East_Upper,DAS-E1,88.6,82.3
TILE_02902,032023194817451,40.8144388,-74.0711837,Verizon,211.8,35.25,21.1,95,31,273.8,True,East_Upper,DAS-E1,78.0,84.4
TILE_02903,032023132698170,40.8144388,-74.0711837,AT&T,125.77,28.96,24.5,68,41,273.8,True,East_Upper,DAS-E1,78.0,84.4
TILE_02904,032023115495098,40.8144388,-74.0711837,T-Mobile,260.98,28.3,16.7,34,31,273.8,True,East_Upper,DAS-E1,78.0,84.4
TILE_02905,032023188832835,40.8144388,-74.0709388,AT&T,143.92,23.68,35.1,223,82,293.7,True,East_Upper,DAS-E1,71.9,85.6
TILE_02906,032023190346339,40.8144388,-74.0709388,US Cellular,82.18,17.75,36.9,45,18,293.7,True,East_Upper,DAS-E1,71.9,85.6
TILE_02907,032023166939378,40.8144388,-74.0706939,Verizon,153.19,9.35,32.4,290,97,313.8,True,East_Upper,DAS-E1,71.5,85.7
TILE_02908,032023151031956,40.8144388,-74.0706939,T-Mobile,215.42,33.21,23.7,245,84,313.8,True,East_Upper,DAS-E1,71.5,85.7
TILE_02909,032023169178155,40.8144388,-74.070449,AT&T,123.84,12.67,30.1,70,22,333.9,True,East_Upper,DAS-E1,76.9,84.6
TILE_02910,032023165320369,40.8144388,-74.0702041,Verizon,121.88,11.25,37.1,31,23,354.1,False,Exterior,DAS-E1,86.9,64.6
TILE_02911,032023123357033,40.8144388,-74.0702041,AT&T,29.6,11.04,53.0,31,33,354.1,False,Exterior,DAS-E1,86.9,64.6
TILE_02912,032023176404437,40.8144388,-74.0697143,Verizon,118.9,5.3,31.7,32,25,394.6,False,Exterior,DAS-E1,115.9,60.5
TILE_02913,032023157160444,40.8144388,-74.0697143,AT&T,59.68,12.04,41.4,42,16,394.6,False,Exterior,DAS-E1,115.9,60.5
TILE_02914,032023129110581,40.8144388,-74.0697143,T-Mobile,76.36,19.96,38.6,25,24,394.6,False,Exterior,DAS-E1,115.9,60.5
TILE_02915,032023175176017,40.8144388,-74.0694694,Verizon,106.82,9.44,46.5,19,9,414.9,False,Exterior,DAS-E1,132.8,58.5
TILE_02916,032023167641874,40.8144388,-74.0694694,AT&T,78.52,10.68,42.8,12,8,414.9,False,Exterior,DAS-E1,132.8,58.5
TILE_02917,032023199387964,40.8144388,-74.0692245,Verizon,97.56,2.0,40.4,13,11,435.3,False,Exterior,DAS-E1,150.7,56.5
TILE_02918,032023157404020,40.8144388,-74.0692245,AT&T,79.62,15.26,51.2,27,10,435.3,False,Exterior,DAS-E1,150.7,56.5
TILE_02919,032023164734242,40.8144388,-74.0689796,Verizon,80.27,5.74,39.7,27,25,455.7,False,Exterior,DAS-E1,169.2,54.4
TILE_02920,032023195803891,40.8144388,-74.0689796,T-Mobile,83.72,27.82,35.0,45,20,455.7,False,Exterior,DAS-E1,169.2,54.4
TILE_02921,032023119098728,40.8144388,-74.0687347,Verizon,69.27,10.04,45.7,27,24,476.1,False,Exterior,DAS-E1,188.1,52.4
TILE_02922,032023126730076,40.8144388,-74.0687347,AT&T,37.85,16.76,41.6,22,26,476.1,False,Exterior,DAS-E1,188.1,52.4
TILE_02923,032023128363778,40.8144388,-74.0687347,T-Mobile,95.86,24.82,40.4,27,19,476.1,False,Exterior,DAS-E1,188.1,52.4
TILE_02924,032023190872690,40.8144388,-74.0684898,Verizon,146.7,2.0,42.7,73,37,496.5,False,Exterior,DAS-E1,207.4,50.3
TILE_02925,032023158602944,40.8144388,-74.0682449,Verizon,111.82,16.7,50.4,16,9,517.0,False,Exterior,DAS-E1,226.9,48.3
TILE_02926,032023172513880,40.8144388,-74.0682449,T-Mobile,10.0,13.23,39.0,10,7,517.0,False,Exterior,DAS-E1,226.9,48.3
TILE_02927,032023111805014,40.8144388,-74.068,T-Mobile,89.99,4.44,38.3,10,9,537.4,False,Exterior,DAS-E1,246.7,46.3
TILE_02928,032023168512676,40.8145918,-74.08,Verizon,71.33,4.04,44.4,29,15,488.5,False,Exterior,DAS-W1,205.4,51.1
TILE_02929,032023148277886,40.8145918,-74.08,T-Mobile,127.54,18.54,38.1,19,18,488.5,False,Exterior,DAS-W1,205.4,51.1
TILE_02930,032023141737533,40.8145918,-74.0797551,Verizon,114.83,6.12,44.2,10,7,468.2,False,Exterior,DAS-W1,186.9,53.2
TILE_02931,032023131309006,40.8145918,-74.0797551,T-Mobile,99.83,25.19,37.2,9,7,468.2,False,Exterior,DAS-W1,186.9,53.2
TILE_02932,032023161635672,40.8145918,-74.0797551,US Cellular,58.46,8.6,57.8,2,2,468.2,False,Exterior,DAS-W1,186.9,53.2
TILE_02933,032023149544163,40.8145918,-74.0795102,Verizon,94.51,16.03,40.9,10,2,448.0,False,Exterior,DAS-W1,169.0,55.2
TILE_02934,032023138212556,40.8145918,-74.0795102,AT&T,83.75,5.46,48.4,6,5,448.0,False,Exterior,DAS-W1,169.0,55.2
TILE_02935,032023177020795,40.8145918,-74.0795102,T-Mobile,83.63,11.78,35.6,6,2,448.0,False,Exterior,DAS-W1,169.0,55.2
TILE_02936,032023182638802,40.8145918,-74.0792653,Verizon,166.68,2.0,33.6,49,29,427.7,False,Exterior,DAS-W1,151.7,57.2
TILE_02937,032023131605001,40.8145918,-74.0792653,AT&T,67.65,19.74,39.8,51,16,427.7,False,Exterior,DAS-W1,151.7,57.2
TILE_02938,032023187704825,40.8145918,-74.0792653,T-Mobile,46.0,23.95,40.3,44,18,427.7,False,Exterior,DAS-W1,151.7,57.2
TILE_02939,032023159144949,40.8145918,-74.0790204,AT&T,53.0,18.01,58.8,10,5,407.6,False,Exterior,DAS-W1,135.4,59.2
TILE_02940,032023112928483,40.8145918,-74.0790204,US Cellular,78.22,14.75,67.5,1,0,407.6,False,Exterior,DAS-W1,135.4,59.2
TILE_02941,032023156833252,40.8145918,-74.0787755,Verizon,177.4,10.93,28.7,34,26,387.4,False,Exterior,DAS-W1,120.4,61.3
TILE_02942,032023134918695,40.8145918,-74.0787755,AT&T,18.99,13.97,48.7,54,26,387.4,False,Exterior,DAS-W1,120.4,61.3
TILE_02943,032023155416056,40.8145918,-74.0785306,Verizon,101.78,14.99,36.3,82,38,367.4,False,Exterior,DAS-W1,107.4,63.3
TILE_02944,032023157623845,40.8145918,-74.0782857,Verizon,146.47,19.86,28.3,86,24,347.4,False,Exterior,DAS-W1,97.0,65.3
TILE_02945,032023143379396,40.8145918,-74.0782857,AT&T,159.83,13.21,44.4,47,22,347.4,False,Exterior,DAS-W1,97.0,65.3
TILE_02946,032023150402009,40.8145918,-74.0780408,Verizon,168.28,22.29,22.8,166,124,327.5,True,West_Upper,DAS-W1,90.3,81.9
TILE_02947,032023114493698,40.8145918,-74.0780408,AT&T,155.53,19.42,37.8,156,110,327.5,True,West_Upper,DAS-W1,90.3,81.9
TILE_02948,032023152049474,40.8145918,-74.0780408,T-Mobile,159.1,37.5,15.0,225,67,327.5,True,West_Upper,DAS-W1,90.3,81.9
TILE_02949,032023148923660,40.8145918,-74.0780408,US Cellular,93.25,14.17,47.7,54,26,327.5,True,West_Upper,DAS-W1,90.3,81.9
TILE_02950,032023134678612,40.8145918,-74.0777959,Verizon,154.66,25.45,30.5,91,68,307.7,True,West_Upper,DAS-W1,87.9,82.4
TILE_02951,032023139513661,40.8145918,-74.0777959,AT&T,130.73,14.41,30.7,44,37,307.7,True,West_Upper,DAS-W1,87.9,82.4
TILE_02952,032023122604227,40.8145918,-74.0777959,T-Mobile,201.23,35.7,19.2,57,48,307.7,True,West_Upper,DAS-W1,87.9,82.4
TILE_02953,032023177878972,40.8145918,-74.077551,US Cellular,128.72,20.19,46.2,5,2,288.0,True,West_Upper,DAS-W1,90.4,81.9
TILE_02954,032023136417673,40.8145918,-74.0773061,Verizon,121.54,14.61,13.8,140,66,268.5,True,West_Upper,DAS-W1,97.3,80.5
TILE_02955,032023117629276,40.8145918,-74.0773061,T-Mobile,279.44,44.39,26.9,157,48,268.5,True,West_Upper,DAS-W1,97.3,80.5
TILE_02956,032023115483866,40.8145918,-74.0770612,Verizon,112.95,19.59,21.3,85,36,249.1,True,West_Upper,DAS-W1,107.8,78.4
TILE_02957,032023170912103,40.8145918,-74.0770612,T-Mobile,123.1,37.71,24.0,85,21,249.1,True,West_Upper,DAS-W1,107.8,78.4
TILE_02958,032023170901699,40.8145918,-74.0768163,Verizon,181.91,13.01,33.9,386,186,230.0,True,Concourse,DAS-W1,120.9,75.8
TILE_02959,032023116161907,40.8145918,-74.0768163,T-Mobile,160.11,14.0,20.3,224,152,230.0,True,Concourse,DAS-W1,120.9,75.8
TILE_02960,032023129079243,40.8145918,-74.0765714,Verizon,61.65,7.47,24.1,162,159,211.1,True,Concourse,DAS-N2,120.0,76.0
TILE_02961,032023146112159,40.8145918,-74.0765714,AT&T,131.07,13.53,35.6,262,89,211.1,True,Concourse,DAS-N2,120.0,76.0
TILE_02962,032023163324226,40.8145918,-74.0765714,T-Mobile,230.91,30.25,25.6,166,75,211.1,True,Concourse,DAS-N2,120.0,76.0
TILE_02963,032023190987707,40.8145918,-74.0763265,AT&T,90.74,17.6,44.9,57,28,192.7,True,Concourse,DAS-N2,110.2,78.0
TILE_02964,032023147787939,40.8145918,-74.0760816,Verizon,152.07,21.97,30.6,263,127,174.7,True,Concourse,DAS-N2,103.6,79.3
TILE_02965,032023165359907,40.8145918,-74.0758367,Verizon,158.18,11.24,30.8,37,20,157.4,True,Concourse,DAS-N2,100.9,79.8
TILE_02966,032023187975918,40.8145918,-74.0758367,T-Mobile,102.84,19.96,28.6,58,22,157.4,True,Concourse,DAS-N2,100.9,79.8
TILE_02967,032023131442258,40.8145918,-74.0755918,T-Mobile,156.4,18.11,22.4,87,31,140.9,True,Concourse,DAS-N2,102.4,79.5
TILE_02968,032023163227665,40.8145918,-74.0753469,Verizon,156.2,13.89,33.2,57,68,125.8,True,Field,DAS-N2,107.9,78.4
TILE_02969,032023162195140,40.8145918,-74.0753469,AT&T,196.35,6.13,36.5,132,37,125.8,True,Field,DAS-N2,107.9,78.4
TILE_02970,032023149765964,40.8145918,-74.0753469,T-Mobile,79.3,27.78,16.2,60,33,125.8,True,Field,DAS-N2,107.9,78.4
TILE_02971,032023193119326,40.8145918,-74.0753469,US Cellular,83.91,19.51,54.1,21,9,125.8,True,Field,DAS-N2,107.9,78.4
TILE_02972,032023141982825,40.8145918,-74.075102,Verizon,130.17,28.4,39.9,88,61,112.4,True,Field,DAS-C1,116.3,76.7
TILE_02973,032023196810848,40.8145918,-74.075102,AT&T,128.75,10.76,37.7,128,54,112.4,True,Field,DAS-C1,116.3,76.7
TILE_02974,032023178633126,40.8145918,-74.075102,T-Mobile,231.36,36.34,22.6,72,50,112.4,True,Field,DAS-C1,116.3,76.7
TILE_02975,032023114887567,40.8145918,-74.0748571,T-Mobile,77.21,15.98,31.7,123,55,101.5,True,Field,DAS-C1,104.0,79.2
TILE_02976,032023158083691,40.8145918,-74.0746122,AT&T,150.73,27.95,37.1,171,73,93.9,True,Field,DAS-C1,94.6,81.1
TILE_02977,032023140292282,40.8145918,-74.0746122,T-Mobile,183.39,34.45,19.1,80,42,93.9,True,Field,DAS-C1,94.6,81.1
TILE_02978,032023161371953,40.8145918,-74.0743673,Verizon,240.5,21.99,37.4,41,25,90.5,True,Field,DAS-C1,89.1,82.2
TILE_02979,032023114684243,40.8145918,-74.0743673,AT&T,177.82,14.71,40.6,39,17,90.5,True,Field,DAS-C1,89.1,82.2
TILE_02980,032023188167314,40.8145918,-74.0743673,T-Mobile,166.51,19.2,27.2,18,9,90.5,True,Field,DAS-C1,89.1,82.2
TILE_02981,032023159754687,40.8145918,-74.0741224,AT&T,168.85,23.13,25.2,79,30,91.8,True,Field,DAS-C1,88.2,82.4
TILE_02982,032023141905471,40.8145918,-74.0738776,AT&T,166.4,27.86,35.4,121,53,97.5,True,Field,DAS-C1,92.0,81.6
TILE_02983,032023115837624,40.8145918,-74.0738776,T-Mobile,168.01,27.63,23.0,215,54,97.5,True,Field,DAS-C1,92.0,81.6
TILE_02984,032023174446594,40.8145918,-74.0736327,AT&T,175.95,12.41,40.7,81,28,106.9,True,Field,DAS-C1,100.1,80.0
TILE_02985,032023188632241,40.8145918,-74.0736327,T-Mobile,172.61,18.5,27.1,77,44,106.9,True,Field,DAS-C1,100.1,80.0
TILE_02986,032023121501670,40.8145918,-74.0733878,Verizon,163.12,24.96,36.0,141,49,119.3,True,Field,DAS-C1,111.5,77.7
TILE_02987,032023146802841,40.8145918,-74.0733878,AT&T,103.56,10.6,25.0,113,30,119.3,True,Field,DAS-C1,111.5,77.7
TILE_02988,032023197432064,40.8145918,-74.0731429,Verizon,117.84,25.31,39.4,25,21,133.7,True,Field,DAS-C1,125.3,74.9
TILE_02989,032023129995339,40.8145918,-74.0731429,T-Mobile,73.47,24.36,19.5,20,19,133.7,True,Field,DAS-C1,125.3,74.9
TILE_02990,032023179000913,40.8145918,-74.0731429,US Cellular,63.95,12.25,50.6,14,5,133.7,True,Field,DAS-C1,125.3,74.9
TILE_02991,032023192185904,40.8145918,-74.072898,T-Mobile,117.51,12.09,23.5,91,82,149.5,True,Concourse,DAS-C1,140.7,71.9
TILE_02992,032023165428540,40.8145918,-74.0726531,Verizon,81.21,6.33,27.9,185,103,166.5,True,Concourse,DAS-C1,157.4,68.5
TILE_02993,032023176896190,40.8145918,-74.0726531,AT&T,40.9,17.09,37.2,140,89,166.5,True,Concourse,DAS-C1,157.4,68.5
TILE_02994,032023126714614,40.8145918,-74.0726531,T-Mobile,158.1,26.95,21.4,177,88,166.5,True,Concourse,DAS-C1,157.4,68.5
TILE_02995,032023193512742,40.8145918,-74.0724082,AT&T,152.0,14.81,40.9,153,71,184.2,True,Concourse,DAS-E1,161.7,67.7
TILE_02996,032023137469860,40.8145918,-74.0721633,Verizon,194.26,3.32,32.4,283,120,202.4,True,Concourse,DAS-E1,144.8,71.0
TILE_02997,032023168865730,40.8145918,-74.0721633,AT&T,122.0,15.32,27.3,177,118,202.4,True,Concourse,DAS-E1,144.8,71.0
TILE_02998,032023146188645,40.8145918,-74.0719184,Verizon,68.87,15.94,26.7,90,72,221.1,True,Concourse,DAS-E1,129.0,74.2
TILE_02999,032023120535574,40.8145918,-74.0719184,T-Mobile,161.15,13.34,24.7,83,55,221.1,True,Concourse,DAS-E1,129.0,74.2
TILE_03000,032023113214188,40.8145918,-74.0716735,AT&T,44.14,13.89,29.4,60,24,240.1,True,Concourse,DAS-E1,114.7,77.1
TILE_03001,032023116917895,40.8145918,-74.0716735,T-Mobile,176.43,13.27,23.3,42,28,240.1,True,Concourse,DAS-E1,114.7,77.1
TILE_03002,032023173082646,40.8145918,-74.0714286,Verizon,123.64,12.31,29.2,235,98,259.4,True,East_Upper,DAS-E1,102.7,79.5
TILE_03003,032023170322578,40.8145918,-74.0714286,T-Mobile,176.24,35.44,20.5,215,102,259.4,True,East_Upper,DAS-E1,102.7,79.5
TILE_03004,032023168322087,40.8145918,-74.0714286,US Cellular,59.85,10.85,37.1,50,19,259.4,True,East_Upper,DAS-E1,102.7,79.5
TILE_03005,032023163662842,40.8145918,-74.0711837,Verizon,168.7,19.88,27.0,152,83,278.8,True,East_Upper,DAS-E1,93.7,81.3
TILE_03006,032023160214698,40.8145918,-74.0711837,AT&T,185.17,33.53,41.0,131,154,278.8,True,East_Upper,DAS-E1,93.7,81.3
TILE_03007,032023196968475,40.8145918,-74.0709388,Verizon,171.4,17.47,26.6,291,110,298.4,True,East_Upper,DAS-E1,88.7,82.3
TILE_03008,032023186332081,40.8145918,-74.0706939,Verizon,197.49,29.32,20.2,130,40,318.2,True,East_Upper,DAS-E1,88.4,82.3
TILE_03009,032023142768821,40.8145918,-74.0706939,T-Mobile,180.12,36.53,28.5,151,68,318.2,True,East_Upper,DAS-E1,88.4,82.3
TILE_03010,032023172474296,40.8145918,-74.070449,Verizon,250.05,20.4,20.6,98,60,338.1,True,East_Upper,DAS-E1,92.8,81.4
TILE_03011,032023117663125,40.8145918,-74.070449,AT&T,198.14,23.17,35.1,64,69,338.1,True,East_Upper,DAS-E1,92.8,81.4
TILE_03012,032023114979505,40.8145918,-74.070449,T-Mobile,266.34,45.76,26.1,131,37,338.1,True,East_Upper,DAS-E1,92.8,81.4
TILE_03013,032023177252885,40.8145918,-74.0702041,Verizon,96.27,14.55,29.7,64,21,358.0,False,Exterior,DAS-E1,101.3,64.2
TILE_03014,032023164666931,40.8145918,-74.0702041,AT&T,112.09,13.89,44.6,25,26,358.0,False,Exterior,DAS-E1,101.3,64.2
TILE_03015,032023163350400,40.8145918,-74.0702041,US Cellular,106.1,8.18,49.7,6,3,358.0,False,Exterior,DAS-E1,101.3,64.2
TILE_03016,032023122667331,40.8145918,-74.0699592,Verizon,118.7,19.6,38.5,41,16,378.0,False,Exterior,DAS-E1,113.0,62.2
TILE_03017,032023188417211,40.8145918,-74.0699592,T-Mobile,36.9,5.78,25.2,30,12,378.0,False,Exterior,DAS-E1,113.0,62.2
TILE_03018,032023152807882,40.8145918,-74.0697143,Verizon,82.62,15.15,34.6,42,15,398.1,False,Exterior,DAS-E1,127.0,60.2
TILE_03019,032023183997712,40.8145918,-74.0697143,US Cellular,73.31,5.18,56.9,4,3,398.1,False,Exterior,DAS-E1,127.0,60.2
TILE_03020,032023181587211,40.8145918,-74.0694694,Verizon,110.84,14.09,30.2,69,43,418.3,False,Exterior,DAS-E1,142.6,58.2
TILE_03021,032023191474272,40.8145918,-74.0694694,T-Mobile,167.1,19.08,29.4,35,27,418.3,False,Exterior,DAS-E1,142.6,58.2
TILE_03022,032023123658385,40.8145918,-74.0689796,Verizon,22.44,14.17,47.2,28,8,458.7,False,Exterior,DAS-E1,177.0,54.1
TILE_03023,032023176441957,40.8145918,-74.0689796,AT&T,125.39,12.83,46.8,30,15,458.7,False,Exterior,DAS-E1,177.0,54.1
TILE_03024,032023129410829,40.8145918,-74.0689796,T-Mobile,141.74,26.05,35.5,19,14,458.7,False,Exterior,DAS-E1,177.0,54.1
TILE_03025,032023142586967,40.8145918,-74.0689796,US Cellular,51.15,10.1,61.6,2,1,458.7,False,Exterior,DAS-E1,177.0,54.1
TILE_03026,032023185781860,40.8145918,-74.0687347,AT&T,81.63,17.23,61.3,17,10,479.0,False,Exterior,DAS-E1,195.2,52.1
TILE_03027,032023173522272,40.8145918,-74.0684898,T-Mobile,147.58,40.02,33.5,80,33,499.3,False,Exterior,DAS-E1,213.8,50.1
TILE_03028,032023143691330,40.8145918,-74.0682449,AT&T,33.25,7.04,59.8,63,20,519.6,False,Exterior,DAS-E1,232.8,48.0
TILE_03029,032023117360867,40.8145918,-74.0682449,T-Mobile,39.89,12.73,27.4,22,23,519.6,False,Exterior,DAS-E1,232.8,48.0
TILE_03030,032023180876691,40.8145918,-74.068,AT&T,95.06,3.37,60.7,65,28,540.0,False,Exterior,DAS-E1,252.1,46.0
TILE_03031,032023146847699,40.8145918,-74.068,T-Mobile,153.68,9.12,37.8,63,29,540.0,False,Exterior,DAS-E1,252.1,46.0
TILE_03032,032023128060158,40.8147449,-74.08,T-Mobile,95.25,2.0,33.8,7,6,491.9,False,Exterior,DAS-W1,213.2,50.8
TILE_03033,032023124952336,40.8147449,-74.0797551,Verizon,188.69,11.21,43.3,37,34,471.8,False,Exterior,DAS-W1,195.5,52.8
TILE_03034,032023178790724,40.8147449,-74.0797551,US Cellular,58.31,8.86,67.1,13,4,471.8,False,Exterior,DAS-W1,195.5,52.8
TILE_03035,032023151042910,40.8147449,-74.0795102,Verizon,64.79,13.86,39.3,13,4,451.7,False,Exterior,DAS-W1,178.4,54.8
TILE_03036,032023142957605,40.8147449,-74.0795102,AT&T,164.95,9.47,52.5,7,4,451.7,False,Exterior,DAS-W1,178.4,54.8
TILE_03037,032023157759886,40.8147449,-74.0795102,US Cellular,85.08,16.2,69.4,2,1,451.7,False,Exterior,DAS-W1,178.4,54.8
TILE_03038,032023188237578,40.8147449,-74.0792653,Verizon,127.44,20.6,34.4,69,32,431.7,False,Exterior,DAS-W1,162.2,56.8
TILE_03039,032023143878422,40.8147449,-74.0792653,AT&T,101.11,15.97,40.6,38,31,431.7,False,Exterior,DAS-W1,162.2,56.8
TILE_03040,032023115797748,40.8147449,-74.0792653,T-Mobile,89.03,17.34,27.0,75,25,431.7,False,Exterior,DAS-W1,162.2,56.8
TILE_03041,032023132931365,40.8147449,-74.0790204,AT&T,14.56,16.09,43.8,52,24,411.7,False,Exterior,DAS-W1,147.0,58.8
TILE_03042,032023147333872,40.8147449,-74.0787755,Verizon,187.64,2.0,35.4,28,13,391.8,False,Exterior,DAS-W1,133.4,60.8
TILE_03043,032023165062259,40.8147449,-74.0787755,AT&T,83.38,6.59,39.5,13,9,391.8,False,Exterior,DAS-W1,133.4,60.8
TILE_03044,032023130079965,40.8147449,-74.0785306,AT&T,140.06,10.09,38.9,28,6,371.9,False,Exterior,DAS-W1,121.7,62.8
TILE_03045,032023135961847,40.8147449,-74.0782857,Verizon,94.7,29.88,40.7,11,7,352.2,False,Exterior,DAS-W1,112.6,64.8
TILE_03046,032023180969124,40.8147449,-74.0782857,AT&T,64.76,3.37,42.7,14,11,352.2,False,Exterior,DAS-W1,112.6,64.8
TILE_03047,032023167438309,40.8147449,-74.0780408,US Cellular,98.79,11.41,42.2,50,24,332.6,True,West_Upper,DAS-W1,106.9,78.6
TILE_03048,032023140131660,40.8147449,-74.0777959,Verizon,174.4,31.67,27.8,66,23,313.1,True,West_Upper,DAS-W1,104.9,79.0
TILE_03049,032023118862181,40.8147449,-74.077551,Verizon,104.71,18.5,28.3,129,140,293.8,True,West_Upper,DAS-W1,107.0,78.6
TILE_03050,032023163682845,40.8147449,-74.077551,AT&T,111.5,16.8,33.5,165,85,293.8,True,West_Upper,DAS-W1,107.0,78.6
TILE_03051,032023193098449,40.8147449,-74.0773061,Verizon,128.51,11.81,26.4,178,91,274.6,True,West_Upper,DAS-W1,112.9,77.4
TILE_03052,032023168643082,40.8147449,-74.0773061,T-Mobile,191.92,14.4,23.5,81,94,274.6,True,West_Upper,DAS-W1,112.9,77.4
TILE_03053,032023145793204,40.8147449,-74.0770612,T-Mobile,169.44,29.03,17.3,50,15,255.8,True,West_Upper,DAS-W1,122.0,75.6
TILE_03054,032023199784791,40.8147449,-74.0768163,Verizon,171.67,7.45,23.3,75,70,237.2,True,Concourse,DAS-N2,119.9,76.0
TILE_03055,032023127416726,40.8147449,-74.0768163,AT&T,113.64,18.52,32.0,80,74,237.2,True,Concourse,DAS-N2,119.9,76.0
TILE_03056,032023177377856,40.8147449,-74.0768163,T-Mobile,166.95,27.78,19.6,125,51,237.2,True,Concourse,DAS-N2,119.9,76.0
TILE_03057,032023157088835,40.8147449,-74.0768163,US Cellular,64.46,5.1,50.4,23,16,237.2,True,Concourse,DAS-N2,119.9,76.0
TILE_03058,032023129170208,40.8147449,-74.0765714,Verizon,170.13,11.65,30.4,156,48,218.9,True,Concourse,DAS-N2,106.1,78.8
TILE_03059,032023127719158,40.8147449,-74.0765714,AT&T,82.71,23.38,37.2,69,39,218.9,True,Concourse,DAS-N2,106.1,78.8
TILE_03060,032023120830396,40.8147449,-74.0763265,Verizon,240.77,20.62,33.4,236,132,201.2,True,Concourse,DAS-N2,94.9,81.0
TILE_03061,032023173937132,40.8147449,-74.0763265,AT&T,157.32,24.3,33.9,327,141,201.2,True,Concourse,DAS-N2,94.9,81.0
TILE_03062,032023149459895,40.8147449,-74.0763265,US Cellular,83.04,16.4,38.1,36,30,201.2,True,Concourse,DAS-N2,94.9,81.0
TILE_03063,032023138439605,40.8147449,-74.0758367,Verizon,179.84,19.92,20.8,248,72,167.7,True,Concourse,DAS-N2,83.9,83.2
TILE_03064,032023134528592,40.8147449,-74.0758367,US Cellular,72.79,21.94,38.5,35,23,167.7,True,Concourse,DAS-N2,83.9,83.2
TILE_03065,032023176191408,40.8147449,-74.0755918,Verizon,195.39,40.59,26.4,349,97,152.4,True,Concourse,DAS-N2,85.7,82.9
TILE_03066,032023199231785,40.8147449,-74.0755918,AT&T,152.5,14.1,37.1,250,129,152.4,True,Concourse,DAS-N2,85.7,82.9
TILE_03067,032023131926972,40.8147449,-74.0755918,T-Mobile,224.1,38.97,22.3,218,59,152.4,True,Concourse,DAS-N2,85.7,82.9
TILE_03068,032023124253255,40.8147449,-74.075102,Verizon,76.1,13.47,27.5,320,82,126.5,True,Concourse,DAS-N2,102.5,79.5
TILE_03069,032023157270034,40.8147449,-74.075102,AT&T,163.48,18.45,34.0,102,91,126.5,True,Concourse,DAS-N2,102.5,79.5
TILE_03070,032023173861511,40.8147449,-74.075102,US Cellular,56.95,5.62,53.7,56,15,126.5,True,Concourse,DAS-N2,102.5,79.5
TILE_03071,032023178831418,40.8147449,-74.0748571,AT&T,98.35,15.4,33.0,336,84,116.9,True,Concourse,DAS-N1,100.5,79.9
TILE_03072,032023150499006,40.8147449,-74.0748571,T-Mobile,154.66,17.35,18.9,240,102,116.9,True,Concourse,DAS-N1,100.5,79.9
